"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color"
"3099-10","1","3099-10","Hosp. São Mateus - Jd. Da Conquista","3","006341","FFFFFF"
"3112-10","1","3112-10","Vl. Industrial - Metrô Belém","3","006341","FFFFFF"
"311C-10","1","311C-10","Pq. São Lucas - Bom Retiro","3","006341","FFFFFF"
"312N-10","1","312N-10","Term. Cid. Tiradentes - São Miguel Paulista","3","DA291C","FFFFFF"
"3134-10","1","3134-10","Shop. Aricanduva - Metrô Tamanduateí","3","DA291C","FFFFFF"
"3139-10","1","3139-10","Jd. Vl. Formosa - Pça. João Mendes","3","DA291C","FFFFFF"
"3141-10","1","3141-10","São Mateus - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"314J-10","1","314J-10","Pq. Sta. Madalena - Pça. Almeida Jr.","3","006341","FFFFFF"
"314V-10","1","314V-10","Vl. Ema - Pça. Almeida Jr.","3","006341","FFFFFF"
"3160-10","1","3160-10","Term. Vl. Prudente - Term. Pq. D. Pedro Ii","3","DA291C","FFFFFF"
"3161-10","1","3161-10","Jd. Colorado - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"3206-10","1","3206-10","Metrô Penha - Conj. Chaparral","3","FFD100","000000"
"3301-10","1","3301-10","Term. São Miguel - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"3390-10","1","3390-10","São Mateus - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"3414-10","1","3414-10","Vl. Dalila - Term. Pq. D. Pedro Ii","3","DA291C","FFFFFF"
"342C-10","1","342C-10","Jd. Marília - Penha","3","DA291C","FFFFFF"
"342M-10","1","342M-10","Term. São Mateus - Term. Penha","3","DA291C","FFFFFF"
"342N-10","1","342N-10","Cohab Pres. Juscelino Kubitscheck - E.t. Itaquera","3","DA291C","FFFFFF"
"3459-10","1","3459-10","Itaim Paulista - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"3459-21","1","3459-21","Cem. Da Saudade - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"3459-23","1","3459-23","Metrô Bresser - Itaim Paulista","3","FFD100","000000"
"3459-24","1","3459-24","Itaim Paulista - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"3462-10","1","3462-10","Vl. Santana - Metrô Tatuapé","3","FFD100","000000"
"3462-41","1","3462-41","Jd. Vl. Nova - Metrô Tatuapé","3","FFD100","000000"
"351F-10","1","351F-10","Jaçanã - Term. Vl. Carrão","3","002F6C","FFFFFF"
"352A-10","1","352A-10","Jd. Helena - Term. São Mateus","3","FFD100","000000"
"3539-10","1","3539-10","Cid. Tiradentes - Metrô Bresser","3","DA291C","FFFFFF"
"354M-10","1","354M-10","Term. São Miguel - Term. São Mateus","3","FFD100","000000"
"364A-10","1","364A-10","Hosp. Ipiranga - Shop. Aricanduva","3","006341","FFFFFF"
"3686-10","1","3686-10","Jd. São Paulo - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"3686-21","1","3686-21","Jd. São Paulo - Metrô Vl. Matilde","3","FFD100","000000"
"3712-10","1","3712-10","Jd. São João - Metrô Itaquera","3","DA291C","FFFFFF"
"3712-51","1","3712-51","Vl. Cosmopolita - Metrô Itaquera","3","DA291C","FFFFFF"
"3718-10","1","3718-10","Metrô Artur Alvim - Nova America","3","DA291C","FFFFFF"
"3721-10","1","3721-10","Shop. Aricanduva - Metrô Artur Alvim","3","DA291C","FFFFFF"
"3721-41","1","3721-41","Shop. Aricanduva - Metrô Itaquera","3","DA291C","FFFFFF"
"3722-10","1","3722-10","Cohab José Bonifácio - Metrô Itaquera","3","DA291C","FFFFFF"
"3725-10","1","3725-10","Metrô Vl. Matilde - Vl. Dalila","3","DA291C","FFFFFF"
"3725-41","1","3725-41","Metrô Vl. Matilde - Vl. Aricanduva","3","DA291C","FFFFFF"
"3728-10","1","3728-10","Metrô Artur Alvim - Pq. Savoy City","3","DA291C","FFFFFF"
"3728-41","1","3728-41","Metrô Artur Alvim - Pq. Nova Savoy","3","DA291C","FFFFFF"
"3729-10","1","3729-10","Shop. Aricanduva - Metrô Carrão","3","DA291C","FFFFFF"
"372F-10","1","372F-10","Univ. São Judas Tadeu - Metrô Bresser","3","DA291C","FFFFFF"
"372U-10","1","372U-10","Vl. Sta. Isabel - Metrô Tatuapé","3","DA291C","FFFFFF"
"3731-10","1","3731-10","Shop. Aricanduva - Metrô Vl. Matilde","3","DA291C","FFFFFF"
"3732-10","1","3732-10","Cptm José Bonifácio - Metrô Itaquera","3","DA291C","FFFFFF"
"3734-10","1","3734-10","Cid. Lider - Metrô Artur Alvim","3","DA291C","FFFFFF"
"3735-10","1","3735-10","Metrô Artur Alvim - Jd. São João ","3","DA291C","FFFFFF"
"3735-21","1","3735-21","Metrô Artur Alvim - Jd. São João ","3","DA291C","FFFFFF"
"3735-41","1","3735-41","Metrô Artur Alvim - Jd. São José","3","DA291C","FFFFFF"
"3736-10","1","3736-10","Jd. Nsa. Sra. Do Carmo - Metrô Artur Alvim","3","DA291C","FFFFFF"
"3737-10","1","3737-10","Shop. Aricanduva - Metrô Guilhermina/esperança","3","DA291C","FFFFFF"
"3737-31","1","3737-31","Metrô Guilhermina/esperança  - Circular","3","DA291C","FFFFFF"
"3738-10","1","3738-10","Cohab Juscelino - Metrô Itaquera","3","DA291C","FFFFFF"
"3739-10","1","3739-10","Recanto Verde Sol - Metrô Itaquera","3","DA291C","FFFFFF"
"373L-10","1","373L-10","Jd. Limoeiro - Metrô Itaquera","3","DA291C","FFFFFF"
"373M-10","1","373M-10","Jd. Guairacá - Shop. Metrô Tatuapé","3","006341","FFFFFF"
"373T-10","1","373T-10","Jd. Itápolis - Metrô Bresser","3","006341","FFFFFF"
"3741-10","1","3741-10","Cptm D. Bosco - Metrô Itaquera","3","DA291C","FFFFFF"
"3742-10","1","3742-10","Jd. Laranjeira - Metrô Itaquera","3","DA291C","FFFFFF"
"3743-10","1","3743-10","São Mateus - Metrô Itaquera","3","DA291C","FFFFFF"
"3745-10","1","3745-10","Jd. Imperador - Metrô Tatuapé","3","DA291C","FFFFFF"
"3746-10","1","3746-10","Jd. Imperador - Metrô Belém","3","006341","FFFFFF"
"3746-31","1","3746-31","Jd. Imperador - Metrô Belém","3","006341","FFFFFF"
"374M-10","1","374M-10","Cptm Ermelino Matarazzo - Metrô Itaquera","3","FFD100","000000"
"374V-10","1","374V-10","Jd. Santana - Metrô Itaquera","3","DA291C","FFFFFF"
"3751-10","1","3751-10","Cohab Prestes Maia - Metrô Itaquera","3","DA291C","FFFFFF"
"3754-10","1","3754-10","Inácio Monteiro - Metrô Itaquera","3","FFD100","000000"
"3756-10","1","3756-10","Barro Branco - Metrô Itaquera ","3","FFD100","000000"
"3761-10","1","3761-10","3a. Divisão - Metrô Carrão","3","DA291C","FFFFFF"
"3762-10","1","3762-10","Jd. Iva - Metrô Tatuapé","3","DA291C","FFFFFF"
"3763-10","1","3763-10","Term. Vl. Carrão - Metrô Tatuapé","3","DA291C","FFFFFF"
"3766-10","1","3766-10","Cohab Ii - Metrô Itaquera","3","DA291C","FFFFFF"
"3766-51","1","3766-51","Cohab Ii - Metrô Itaquera","3","DA291C","FFFFFF"
"3768-10","1","3768-10","Vl. Yolanda - Cptm José Bonifácio","3","FFD100","000000"
"3773-10","1","3773-10","Res. Sta. Bárbara - Metrô Carrão","3","DA291C","FFFFFF"
"3778-10","1","3778-10","Jd. Sta. Terezinha - Metrô Carrão","3","DA291C","FFFFFF"
"3785-10","1","3785-10","Cohab Barro Branco - Metrô Itaquera","3","DA291C","FFFFFF"
"3787-10","1","3787-10","Cid. Tiradentes - Metrô Itaquera","3","DA291C","FFFFFF"
"3789-10","1","3789-10","Cid. Tiradentes - Metrô Itaquera","3","DA291C","FFFFFF"
"3789-51","1","3789-51","Metalúrgicos - Circular","3","DA291C","FFFFFF"
"3791-10","1","3791-10","Shop. Aricanduva - Metrô Artur Alvim","3","DA291C","FFFFFF"
"3795-10","1","3795-10","Jd. São Carlos - Metrô Itaquera","3","FFD100","000000"
"3796-10","1","3796-10","Gleba Do Pessego - Metrô Itaquera","3","DA291C","FFFFFF"
"3901-10","1","3901-10","Jd. Danfer - Metrô Penha","3","FFD100","000000"
"3902-10","1","3902-10","Cptm Jd. Romano - Cptm Guaianases","3","FFD100","000000"
"3903-10","1","3903-10","Jd. Vl. Nova - Penha","3","FFD100","000000"
"390E-10","1","390E-10","Term. Penha - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"390E-41","1","390E-41","Etec Pq. Belém - Metrô Tatuapé","3","FFD100","000000"
"390E-42","1","390E-42","Etec Pq. Belém - Metrô Belém","3","FFD100","000000"
"4001-10","1","4001-10","Itaquera - Term. Vl. Carrão","3","FFD100","000000"
"4002-10","1","4002-10","Guaianases - Term. Vl. Carrão","3","FFD100","000000"
"4003-10","1","4003-10","Inácio Monteiro - E.t. Itaquera","3","DA291C","FFFFFF"
"4004-10","1","4004-10","Term. Cid. Tiradentes - Barro Branco","3","DA291C","FFFFFF"
"4005-10","1","4005-10","Term. Cid. Tiradentes - Barro Branco","3","DA291C","FFFFFF"
"4006-10","1","4006-10","Jd. Nova Vitória - Circular","3","DA291C","FFFFFF"
"4006-21","1","4006-21","Jd. Nova Vitória - Circular","3","DA291C","FFFFFF"
"4007-10","1","4007-10","Cohab Juscelino - Term. Vl. Carrão","3","DA291C","FFFFFF"
"4008-10","1","4008-10","Jd. Cibele - Term. Vl. Carrão","3","DA291C","FFFFFF"
"4008-21","1","4008-21","Cohab José Bonifácio C  - Circular","3","DA291C","FFFFFF"
"4010-10","1","4010-10","Jd. Nsa. Sra. Do Carmo - Term. Vl. Carrão","3","DA291C","FFFFFF"
"4011-10","1","4011-10","Jd. Limoeiro - Term. São Mateus","3","DA291C","FFFFFF"
"4012-10","1","4012-10","Jd. Iguatemi - Term. São Mateus","3","DA291C","FFFFFF"
"4013-10","1","4013-10","Jd. Sto. André - Term. São Mateus","3","DA291C","FFFFFF"
"4014-10","1","4014-10","Jd. Vl. Carrão - Term. Vl. Carrão","3","DA291C","FFFFFF"
"4015-10","1","4015-10","Term. São Mateus - Jd. Rodolfo Pirani","3","DA291C","FFFFFF"
"4016-10","1","4016-10","Term. São Mateus - Jd. Rodolfo Pirani","3","DA291C","FFFFFF"
"4017-10","1","4017-10","Metalúrgicos - Vl. Yolanda","3","DA291C","FFFFFF"
"4018-10","1","4018-10","Metalúrgicos - Term. São Mateus","3","DA291C","FFFFFF"
"4019-10","1","4019-10","Metrô Itaquera  - Circular","3","FFD100","000000"
"4020-10","1","4020-10","E. T. Itaquera - Jd. Novo Horizonte","3","DA291C","FFFFFF"
"4021-10","1","4021-10","Metrô Itaquera - Vl. Chuca","3","DA291C","FFFFFF"
"4024-10","1","4024-10","Cohab Fazenda Do Carmo - E.t. Itaquera","3","DA291C","FFFFFF"
"4025-10","1","4025-10","Vl. Califórnia - Metrô Tatuapé","3","006341","FFFFFF"
"4027-10","1","4027-10","Hosp. São Mateus - Jd. Sto. André","3","006341","FFFFFF"
"4027-41","1","4027-41","Morro Do Cruzeiro - São Mateus","3","006341","FFFFFF"
"4028-10","1","4028-10","Hosp. São Mateus - Div. De Mauá","3","006341","FFFFFF"
"4029-10","1","4029-10","São Mateus - Term. Vl Prudente","3","006341","FFFFFF"
"4030-10","1","4030-10","Fazenda Da Juta - Shop. Aricanduva","3","006341","FFFFFF"
"4031-10","1","4031-10","Pq. Sta. Madalena - Metrô Tamanduateí","3","006341","FFFFFF"
"4032-10","1","4032-10","Vl. Das Mercês - Objetivo Unip","3","006341","FFFFFF"
"4033-10","1","4033-10","Jd. Guairacá - Nova Conquista","3","006341","FFFFFF"
"4035-10","1","4035-10","Guaianases - Metrô Itaquera","3","FFD100","000000"
"4036-10","1","4036-10","Metrô Itaquera - Term. Vl. Carrão","3","FFD100","000000"
"4037-10","1","4037-10","Term. Vl. Carrão - Circular","3","DA291C","FFFFFF"
"403A-10","1","403A-10","Cptm José Bonifácio - Term. Penha","3","DA291C","FFFFFF"
"4051-10","1","4051-10","Jd. São Paulo - Cptm Guaianases","3","FFD100","000000"
"4052-10","1","4052-10","Cptm Guaianases - Metrô Itaquera","3","FFD100","000000"
"4053-10","1","4053-10","Guaianases - Cptm Guaianases","3","FFD100","000000"
"4055-10","1","4055-10","Cptm Guaianases - Vl. Solange","3","FFD100","000000"
"4056-10","1","4056-10","Pq. Boa Esperança - Term. São Mateus","3","FFD100","000000"
"407A-10","1","407A-10","Shop. Aricanduva - Lgo. Da Concórdia","3","DA291C","FFFFFF"
"407A-21","1","407A-21","Shop. Aricanduva - Metrô Belém","3","DA291C","FFFFFF"
"407E-10","1","407E-10","Jd. Sto. André - Metrô Carrão","3","DA291C","FFFFFF"
"407F-10","1","407F-10","Term. São Mateus - Metrô Belém","3","FFD100","000000"
"407G-10","1","407G-10","Jd. Nova Vitória - Metrô Carrão","3","DA291C","FFFFFF"
"407H-10","1","407H-10","Jd. São Francisco - Metrô Itaquera","3","DA291C","FFFFFF"
"407I-10","1","407I-10","Conj. Manoel Da Nóbrega - Metrô Bresser","3","DA291C","FFFFFF"
"407I-21","1","407I-21","Conj. Manoel Da Nóbrega - Metrô Tatuapé","3","DA291C","FFFFFF"
"407J-10","1","407J-10","Jd. Soares - Metrô Tatuapé","3","DA291C","FFFFFF"
"407K-10","1","407K-10","Term. São Mateus - Metrô Carrão","3","FFD100","000000"
"407L-10","1","407L-10","Barro Branco - Metrô Guilhermina/esperança","3","DA291C","FFFFFF"
"407M-10","1","407M-10","Vl. Monumento - Metrô Vl. Mariana","3","006341","FFFFFF"
"407N-10","1","407N-10","Term. Cid. Tiradentes - Metrô Penha","3","DA291C","FFFFFF"
"407P-10","1","407P-10","Term. Cid. Tiradentes - Metrô Tatuapé","3","DA291C","FFFFFF"
"407R-10","1","407R-10","Term. Vl. Carrão - Metrô Belém","3","DA291C","FFFFFF"
"407T-10","1","407T-10","Jd. Redil - Metrô Itaquera","3","FFD100","000000"
"407W-10","1","407W-10","Jd. Iv Centenário - Metrô Carrão","3","DA291C","FFFFFF"
"407Y-10","1","407Y-10","Pq. Savoy City - Metrô Vl. Prudente","3","DA291C","FFFFFF"
"4085-10","1","4085-10","Cohab Fazenda Do Carmo - Metrô Itaquera","3","FFD100","000000"
"4086-10","1","4086-10","Term. Cid. Tiradentes - Circular","3","DA291C","FFFFFF"
"4087-10","1","4087-10","E.t. Itaquera - Vl. Popular","3","DA291C","FFFFFF"
"408A-10","1","408A-10","Machado De Assis - Cardoso De Almeida","3","DA291C","FFFFFF"
"4092-10","1","4092-10","Term. Cid. Tiradentes - Setor Iib","3","DA291C","FFFFFF"
"4093-10","1","4093-10","Cid. Tiradentes - Term. Cid. Tiradentes","3","FFD100","000000"
"4111-10","1","4111-10","Vl. Monumento - Pça. Da República","3","006341","FFFFFF"
"4112-10","1","4112-10","Sta. Margarida Maria - Pça. Da República","3","DA291C","FFFFFF"
"4113-10","1","4113-10","Gentil De Moura - Pça. Da República","3","DA291C","FFFFFF"
"4114-10","1","4114-10","Jd. Da Saúde - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"4115-10","1","4115-10","Shop. Plaza Sul - Pça. Da República","3","006341","FFFFFF"
"414P-10","1","414P-10","Vl. Industrial - Term. Norte Metrô Carrão","3","006341","FFFFFF"
"4210-10","1","4210-10","Term. Cid. Tiradentes - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"4221-10","1","4221-10","Jd. Planalto - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"4222-10","1","4222-10","Pq. Sta. Madalena - Mooca","3","006341","FFFFFF"
"425E-10","1","425E-10","Term. Sapopemba - Jd. Ester","3","006341","FFFFFF"
"4284-10","1","4284-10","Vl. Califórnia - Term. Vl. Prudente","3","006341","FFFFFF"
"4286-10","1","4286-10","Vl. Industrial - Term. Vl Prudente","3","006341","FFFFFF"
"4288-10","1","4288-10","Pq. Sta. Madalena - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"4310-10","1","4310-10","E.t. Itaquera - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"4310-21","1","4310-21","Artur Alvim - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"4311-10","1","4311-10","Term. São Mateus - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"4312-10","1","4312-10","Jd. Marília - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"4312-21","1","4312-21","Jd. Marília - Metrô Belém","3","FFD100","000000"
"4313-10","1","4313-10","Term. Cid. Tiradentes - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"4314-10","1","4314-10","Inácio Monteiro - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"4314-21","1","4314-21","Inácio Monteiro - Term. Vl. Carrão","3","FFD100","000000"
"4315-10","1","4315-10","Term. Vl. Carrão - Term. Pq. D. Pedro Ii","3","FFD100","000000"
"4491-10","1","4491-10","Vl. Liviero - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"4706-10","1","4706-10","Jd. Maria Estela Ii - Metrô Vl. Mariana","3","006341","FFFFFF"
"4708-10","1","4708-10","Jd. Clímax - Metrô Vl. Mariana","3","006341","FFFFFF"
"4709-10","1","4709-10","Jd. São Savério - Metrô Vl. Mariana","3","006341","FFFFFF"
"4716-10","1","4716-10","Sacomã - Metrô Sta. Cruz","3","006341","FFFFFF"
"4717-10","1","4717-10","Jd. Maria Estela - Metrô Saúde","3","006341","FFFFFF"
"4718-10","1","4718-10","Jd. Celeste - Metrô Sta. Cruz","3","006341","FFFFFF"
"4721-10","1","4721-10","Shop. Plaza Sul - Metrô Jabaquara","3","006341","FFFFFF"
"4724-10","1","4724-10","Metrô Patriarca - Vl. Nhocuné","3","DA291C","FFFFFF"
"4725-10","1","4725-10","Vl. Brasilina - Shop. Ibirapuera","3","006341","FFFFFF"
"4726-10","1","4726-10","Mooca - Metrô Tatuapé","3","006341","FFFFFF"
"4727-10","1","4727-10","Jd. Clímax - Metrô Pça. Da áRvore","3","006341","FFFFFF"
"4729-10","1","4729-10","Pq. Bancário - Metrô Belém","3","006341","FFFFFF"
"4732-10","1","4732-10","Vl. Liviero - Metrô Saúde","3","006341","FFFFFF"
"4732-31","1","4732-31","Vl. Liviero - Metrô Saúde","3","006341","FFFFFF"
"4734-10","1","4734-10","Vl. Moraes - Metrô Saúde","3","006341","FFFFFF"
"4734-21","1","4734-21","Vl. Moraes - Metrô Saúde","3","006341","FFFFFF"
"4735-10","1","4735-10","São Mateus   - Jd. Vera Cruz","3","006341","FFFFFF"
"4742-10","1","4742-10","Jd. Clímax - Metrô São Judas","3","006341","FFFFFF"
"475M-10","1","475M-10","Jd. Da Saúde - Term. Amaral Gurgel","3","006341","FFFFFF"
"475R-10","1","475R-10","Jd. São Savério - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"476A-10","1","476A-10","Ipiranga - Term. Sto. Amaro","3","006341","FFFFFF"
"476G-10","1","476G-10","Jd. Elba - Ibirapuera","3","006341","FFFFFF"
"476G-41","1","476G-41","Vl. Industrial - Metrô Ana Rosa","3","006341","FFFFFF"
"476L-10","1","476L-10","Metrô Vl. Mariana - Lar Esc. São Francisco","3","0082BA","FFFFFF"
"477A-10","1","477A-10","Sacomã - Term. Pinheiros","3","006341","FFFFFF"
"477P-10","1","477P-10","Ipiranga - Rio Pequeno","3","006341","FFFFFF"
"477U-10","1","477U-10","Heliópolis - Metrô Vl. Mariana","3","006341","FFFFFF"
"478P-10","1","478P-10","Sacomã - Vl. Romana","3","006341","FFFFFF"
"5010-10","1","5010-10","Jabaquara - Sto. Amaro","3","0082BA","FFFFFF"
"5011-10","1","5011-10","Eldorado - Sto. Amaro","3","0082BA","FFFFFF"
"5012-10","1","5012-10","Vl. Guacuri - Jabaquara","3","0082BA","FFFFFF"
"5013-10","1","5013-10","Jd. Luso - Sto. Amaro","3","0082BA","FFFFFF"
"5013-31","1","5013-31","Jd. Miriam - Sto. Amaro","3","0082BA","FFFFFF"
"5015-10","1","5015-10","Jd. São Jorge - Metrô Jabaquara","3","0082BA","FFFFFF"
"5018-10","1","5018-10","Shop. Interlagos - Jabaquara","3","0082BA","FFFFFF"
"5018-31","1","5018-31","Shop. Interlagos - Jabaquara","3","0082BA","FFFFFF"
"5020-10","1","5020-10","Hosp. Heliópolis - Term. Sacomã","3","006341","FFFFFF"
"5021-10","1","5021-10","Água Funda - Term. Sacomã","3","006341","FFFFFF"
"5022-10","1","5022-10","Vl. Sta. Margarida - Jabaquara","3","0082BA","FFFFFF"
"5024-10","1","5024-10","Missionária - Sto. Amaro","3","0082BA","FFFFFF"
"5024-31","1","5024-31","Missionária - Sto. Amaro","3","0082BA","FFFFFF"
"5025-10","1","5025-10","Jd. Guairacá - Metrô Tamanduateí","3","006341","FFFFFF"
"5026-10","1","5026-10","Conj. Teotônio Vilela - Jd. São Roberto","3","006341","FFFFFF"
"5028-10","1","5028-10","Conj. Hab. Heliópolis - Metrô Alto Do Ipiranga","3","006341","FFFFFF"
"5029-10","1","5029-10","Jd. Patente - Term. Sacomã","3","006341","FFFFFF"
"502J-10","1","502J-10","Est. Autódromo - Metrô Sta. Cruz","3","0082BA","FFFFFF"
"502J-21","1","502J-21","Est. Autódromo - Vl. Joaniza","3","0082BA","FFFFFF"
"502J-22","1","502J-22","Est. Autódromo - Vl. Joaniza","3","0082BA","FFFFFF"
"502J-23","1","502J-23","Est. Autódromo - Metrô Conceição","3","0082BA","FFFFFF"
"5030-10","1","5030-10","Jd. Maria Estela - Term. Sacomã","3","006341","FFFFFF"
"5031-10","1","5031-10","Vl. Arapuá - Term. Sacomã","3","006341","FFFFFF"
"5031-21","1","5031-21","Vl. Cde. Do Pinhal - Term. Sacomã","3","006341","FFFFFF"
"5032-10","1","5032-10","Vl. Arapuá - Term. Sacomã","3","006341","FFFFFF"
"5033-10","1","5033-10","Vl. Brasilina - Term. Sacomã","3","006341","FFFFFF"
"5034-10","1","5034-10","Vl. Liviero - Term. Sacomã","3","006341","FFFFFF"
"5034-31","1","5034-31","Term. Sacomã - Vl. Liviero","3","006341","FFFFFF"
"5035-10","1","5035-10","Vl. Arapuá - Term. Sacomã","3","006341","FFFFFF"
"5036-10","1","5036-10","Jd. Celeste - Term. Sacomã","3","006341","FFFFFF"
"5038-10","1","5038-10","Pq. Bristol - Term. Sacomã","3","006341","FFFFFF"
"507T-10","1","507T-10","Term. Sapopemba - Metrô Carrão","3","DA291C","FFFFFF"
"508L-10","1","508L-10","Term. Princ. Isabel - Aclimação","3","FFD100","000000"
"5091-10","1","5091-10","Jd. Ubirajara - Metrô São Judas","3","0082BA","FFFFFF"
"509J-10","1","509J-10","Jd. Selma - Pq. Ibirapuera","3","0082BA","FFFFFF"
"509J-21","1","509J-21","Jd. Selma - Pq. Ibirapuera","3","0082BA","FFFFFF"
"509M-10","1","509M-10","Jd. Miriam - Term. Princ. Isabel","3","0082BA","FFFFFF"
"5100-10","1","5100-10","Term. Pinheiros - Term. Pq. D. Pedro Ii","3","FF671F","000000"
"5103-10","1","5103-10","Term. Sacomã - Moema","3","006341","FFFFFF"
"5105-10","1","5105-10","Term. Sacomã - Term. Mercado","3","006341","FFFFFF"
"5106-10","1","5106-10","Jd. Selma - Lgo. São Francisco","3","0082BA","FFFFFF"
"5106-21","1","5106-21","Jd. Selma - Term. áGua Espraiada","3","0082BA","FFFFFF"
"5106-31","1","5106-31","Jd. Selma - Metrô Ana Rosa","3","0082BA","FFFFFF"
"5107-10","1","5107-10","Term. Sacomã - Pça. Do Correio","3","006341","FFFFFF"
"5108-10","1","5108-10","Jd. Celeste - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"5109-10","1","5109-10","Term. Vl. Prudente - Term. Mercado","3","006341","FFFFFF"
"5110-10","1","5110-10","Term. São Mateus - Term. Mercado","3","006341","FFFFFF"
"5110-21","1","5110-21","São Mateus - Term. Mercado","3","006341","FFFFFF"
"5110-23","1","5110-23","Jd. Planalto - Term. Mercado","3","006341","FFFFFF"
"5110-24","1","5110-24","São Mateus - Term. Vl. Prudente","3","006341","FFFFFF"
"5110-41","1","5110-41","São Mateus - Metrô Tamanduateí","3","006341","FFFFFF"
"5111-10","1","5111-10","Term. Sto. Amaro - Term. Pq. D. Pedro Ii","3","782F40","FFFFFF"
"5119-10","1","5119-10","Term. Capelinha - Lgo. São Francisco","3","782F40","FFFFFF"
"5119-22","1","5119-22","Term. João Dias - Lgo. São Francisco","3","782F40","FFFFFF"
"5119-23","1","5119-23","Term. João Dias - Instituto Lucy Montoro","3","782F40","FFFFFF"
"5123-10","1","5123-10","Jd. Miriam - Hosp. São Paulo","3","0082BA","FFFFFF"
"5127-10","1","5127-10","Vl. Guacuri - Est. Jurubatuba","3","0082BA","FFFFFF"
"5128-10","1","5128-10","Jd. Apurá - Metrô Conceição","3","0082BA","FFFFFF"
"5129-10","1","5129-10","Jd. Miriam - Term. Guarapiranga","3","0082BA","FFFFFF"
"5129-41","1","5129-41","Jd. Miriam - Sto. Amaro","3","0082BA","FFFFFF"
"5131-10","1","5131-10","Cid. Ademar - Pq. D. Pedro Ii","3","0082BA","FFFFFF"
"513C-10","1","513C-10","Vl. Califórnia - São Mateus","3","006341","FFFFFF"
"513C-31","1","513C-31","Vl. Califórnia - E.t. Itaquera","3","006341","FFFFFF"
"513L-10","1","513L-10","Term. Sacomã - Pq. Belém","3","006341","FFFFFF"
"5141-10","1","5141-10","Term. Sapopemba - Pça. Do Correio","3","006341","FFFFFF"
"5142-10","1","5142-10","Term. Sapopemba - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"5143-10","1","5143-10","Term. Sapopemba - Term. Pq. D. Pedro Ii","3","006341","FFFFFF"
"5144-10","1","5144-10","Term. Sapopemba - Term. Princ. Isabel","3","006341","FFFFFF"
"5145-10","1","5145-10","Term. Sapopemba - Pça. Almeida Jr.","3","006341","FFFFFF"
"514T-10","1","514T-10","Term. Sacomã - Conj. Hab. Teotônio Vilela","3","006341","FFFFFF"
"5154-10","1","5154-10","Term. Sto. Amaro - Term. Princ. Isabel","3","782F40","FFFFFF"
"5164-10","1","5164-10","Vl. Sta. Catarina - Pq. Ibirapuera","3","0082BA","FFFFFF"
"5164-21","1","5164-21","Cid. Leonor - Pq. Ibirapuera","3","0082BA","FFFFFF"
"5164-41","1","5164-41","Vl. Guarani - Metrô Conceição","3","0082BA","FFFFFF"
"516N-10","1","516N-10","Jd. Miriam - Pça. D. Gastão","3","0082BA","FFFFFF"
"5175-10","1","5175-10","Baln. São Francisco - Pça. Da Sé","3","0082BA","FFFFFF"
"5178-10","1","5178-10","Jd. Miriam - Pça. João Mendes","3","0082BA","FFFFFF"
"517J-10","1","517J-10","Jd. Selma - Term. áGua Espraiada","3","0082BA","FFFFFF"
"5185-10","1","5185-10","Term. Guarapiranga - Term. Pq. D. Pedro Ii","3","782F40","FFFFFF"
"5194-10","1","5194-10","Jd. Apurá - Pq. Ibirapuera","3","0082BA","FFFFFF"
"5194-21","1","5194-21","Jd. Apurá - Aeroporto","3","0082BA","FFFFFF"
"519M-10","1","519M-10","São Mateus - Museu Do Ipiranga","3","006341","FFFFFF"
"524L-10","1","524L-10","Pq. São Lucas - Metrô Tatuapé","3","006341","FFFFFF"
"524M-10","1","524M-10","Mascarenhas De Morais - Shop. Aricanduva","3","006341","FFFFFF"
"527R-10","1","527R-10","Vl. Império - Term. Sto. Amaro","3","0082BA","FFFFFF"
"5290-10","1","5290-10","Div. Diadema - Term. Pq. D. Pedro Ii","3","0082BA","FFFFFF"
"5300-10","1","5300-10","Term. Sto. Amaro - Term. Pq. D. Pedro Ii","3","782F40","FFFFFF"
"5317-10","1","5317-10","Sesc/orion - Pça. Do Correio","3","0082BA","FFFFFF"
